ARTICLE_ID,TITLE,SECTION_TITLE,SECTION_TEXT
562912,Cornus canadensis,Taxonomy,"While distinctive as a species itself the generic placement of these plants has differed in various botanical treatments. When the genus ''Cornus'' is taken broadly as done here this species is ''Cornus canadensis.'' However if ''Cornus'' is treated in a narrower sense excluding this species it can instead be classified as ''Chamaepericlymenum canadense'' or as ''Cornella canadensis.''

Where bunchberry a forest species and ''Cornus suecica'' a bog species grow near each other in their overlapping ranges in Alaska Labrador and Greenland they can hybridize by cross-pollination producing plants with intermediate characteristics.
"
700133,Ben Rhydding railway station,References,"
*''Railways Through Airedale & Wharfedale'' Martin Bairstow (2004) 
"
606236,Shelter (band),Introduction,"




'''Shelter''' is a Hare Krishna Hardcore punk band formed by Ray Cappo. Because of the Hare Krishna and Hindu-oriented messages in its lyrics Shelter's genre is often dubbed krishnacore.
"
436986,Dancon/Irak,Subordination,"While Dancon was subordinate to Multi-National Division (South-East) the British division that ran MND(SE) often changed meaning that control of Dancon switched between various units.


* June 2003 – ? British 7th Armoured Brigade / 1st UK Armoured Division
* September 2003 – ? British 19th Mechanised Brigade / 3rd UK Mechanised Division
* February 2004 – ? British 20th Armoured Brigade / 1st UK Armoured Division
* ? – May 2006 British 7th Armoured Brigade / 1st UK Armoured Division
* May 2006 – ? British 20th Armoured Brigade / 1st UK Armoured Division
"
167473,Professor Challenger,Portrayals,"
Sir Arthur Conan Doyle was the first person to portray Professor Challenger dressing and making up as the professor for a photograph he wanted included in ''The Lost World'''s initial serialized publication in the ''Strand Magazine''. The editor refused feeling that such hoaxes were potentially damaging. Hodder & Stoughton had no such qualms and featured the image in the first book edition.
* Wallace Beery played Challenger in the classic 1925 film version of ''The Lost World''.
* Francis L. Sullivan had the role of the professor in 1944 BBC radio adaptations of ''The Lost World'' and ''The Poison Belt''. The latter was the only known dramatization of any of Doyle's own Challenger sequels until 2011. See below.
* Claude Rains played him in ''The Lost World'''s 1960 film version.
* In 1966 Basil Rathbone played Professor Challenger in ''Dinosaurs!'' a radio-style audio adaptation of ''The Lost World'' released on MGM/Leo the Lion Records C/CH-1016. In this version the character of Lord John Roxton was not included.
* In 1975 BBC Radio 4 broadcast ''The Lost World'' with Francis de Wolff as Challenger Gerald Harper Carol Boyd and Carleton Hobbs.
* John Rhys-Davies was Challenger in the 1992 film version and its sequel (from the same year) ''Return to the Lost World''.
* Armin Shimerman took the role in a radio-style audio cassette/compact disc adaptation from Alien Voices in 1997.
* Patrick Bergin played the angry professor in the 1998 film version.
* Peter McCauley had the role of G.E. Challenger in the early 1999 cable-TV movie adaptation and the subsequent 1999–2002 television series.
* A 2001 TV movie adaptation with Bob Hoskins portraying Professor Challenger. Airing in the UK in two parts over Christmas Day and Boxing Day in 2001 it was the first British film adaptation. Directed by Christopher Hall and Tim Haines producers of the BBC's dinosaur documentary ''Walking with Dinosaurs'' this BBC/A&E version (like all the other films) adds a female member to the expedition; here she's the ward of an unsympathetic Christian missionary.
* In the 2005 film ''King of the Lost World'' by The Asylum Professor Challenger is remodelled as the United States Air Force officer Lieutenant Challenger and is portrayed by Bruce Boxleitner.
* In March 2011 the first ever BBC Radio adaptations of ''When the World Screamed'' and ''The Disintegration Machine'' were announced with Bill Paterson playing the professor in a specially commissioned series for BBC Radio 7. These were broadcast on 19 and 26 March respectively.
* On 20 and 27 March 2011 on the Classic Serial programme strand BBC Radio 4 broadcast a two-part adaptation of ''The Lost World'' dramatised by Chris Harrald directed by Marilyn Imrie and starring David Robb as Challenger and Jamie Glover as Roxton. In this version Dr. Summerlee is now female Dr. Diana Summerlee played by Jasmine Hyde.
"
600670,The Mountain (TV series),Introduction,"


'''''The Mountain''''' is an American television series that was broadcast for one season (2004–05) on The WB network. The show received very low ratings and was canceled after only thirteen episodes.
"
812424,Livewire (talk show),External links,"* 
* Classic Nickelodeon Fan Blog  * 








"
410899,Usumacinta River,Notes,"
"
672645,Stephan Schmidt,References,"
"
476777,Selective Repeat ARQ,Introduction,"

'''Selective Repeat ARQ / Selective Reject ARQ''' is a specific instance of the Automatic Repeat-Request (ARQ) protocol used to solve sequence number dilemma in communications.
"
809544,Internet hosting service,See also,"* Internet service provider
* Application service provider
* Hosted service provider
* Utility computing
* Green hosting
* Cloud storage
* Hybrid server
"
43837,Wells County North Dakota,Geography,"According to the U.S. Census Bureau the county has a total area of  of which  is land and  (1.5%) is water.

===Major highways===

*20px U.S. Highway 52
*20px North Dakota Highway 3
*20px North Dakota Highway 15
*20px North Dakota Highway 30
*20px North Dakota Highway 91
*20px North Dakota Highway 200
* County 1
* County 5
* County 52


===Adjacent counties===
*Benson County (north)
*Eddy County (east)
*Foster County (east)
*Stutsman County (southeast)
*Kidder County (south)
*Sheridan County (west)
*Pierce County (northwest)
"
669087,WCMU-FM,External links,"* WCMU-FM
* Michiguide.com - WCMU-FM History
*
*
*
*
**
*
*














"
626822,Christopher Parker (disambiguation),See also,"*Chris Parker (disambiguation)

"
725436,George B. Crittenden,Notes,"
"
82515,Wyoming Wisconsin,Introduction,"'''Wyoming''' is the name of some places in the U.S. state of Wisconsin:
*Wyoming Iowa County Wisconsin a town
*Wyoming Waupaca County Wisconsin a town
*Wyoming (community) Wisconsin an unincorporated community

"
388305,Voices (Indriðason novel),Introduction,"

'''''Voices''''' (''Icelandic: '''Röddin''''') is a 2006 translation of a 2003 crime novel by Icelandic author Arnaldur Indriðason another entry in the multi award-winning Detective Erlendur series. It was first published in English in August 2006. The Swedish translation of the novel (''Änglarösten'') won Sweden's Martin Beck Award for the best crime novel in translation.

An old hotel doorman preparing to dress up as Father Christmas is found stabbed to death in a compromising position in his miserable small room. Detective Erlendur who hits a wall of disinterest while trying to find answers books a room in the hotel. The more he discovers of the past of the deceased and the more demimonde figures he meets in that allegedly decent hotel the more phantoms he reveals from his own past.
"
255065,Pend Oreille River,See also,"*List of tributaries of the Columbia River
*List of rivers of Washington
*List of rivers of British Columbia
*List of rivers of Idaho
*List of longest streams of Idaho
"
232136,Silver City Highway,Route description,"
The route passes through largely arid terrain although there are multiple irrigated areas between Buronga and Wentworth in the highway's south. There is relatively flat terrain between Wentworth and Broken Hill that forms arid pastures for grazing. Around Broken Hill and a little to the north the Barrier Range is encountered which is more hill than the rest of the route encountered so far but not mountainous. North of there the country is once again relatively flat thought there are further hills around Milparinka. Near Tibooburra the terrain becomes a stony desert this kind of terrain is known in Australia as gibber. There are some unsealed sections of highway north of Broken Hill.

Creeks to the north of Broken Hill are generally crossed straight across the riverbed whether the road has been sealed or not. There is signage to help drivers gauge depth of the waters if there does happen to be flows after rains. The highway also roughly follows the route Charles Sturt took when he explored the area during his search to find the fabled inland sea. The Silver City Highway and its spur are classified as HW22 (Highway 22) by Roads & Maritime Services. The route is signed as B79 between the Abbotsford Bridge in Curlwaa and Broken Hill.

=== Along the Murray River ===
Calder Highway (branch) intersection from the north.
The highway begins at its intersection with the Sturt Highway in the town of Buronga in the far south-west of New South Wales. Buronga is located immediately across the Murray River from the city of Mildura in Victoria. From here the highway heads northwesterly through a pocket of farmland at the locality of Mourquong before turning on a more westerly heading. The road then traverses arid savanna before again reaching the farmland surrounding Dareton. The road takes on the name Tapio Street within the urban area. Continuing west the enters into more farmland at Curlwaa. Here the road comes to a T-insection where a turn to the west is required to stay on the Silver City Highway. The road to the east is also gazetted as a spur of the highway and is signed as the Calder Highway to which it connects a short distance away across the single lane Abbotsford Bridge over the Murray River. Continuing west on the highway the farmland largely continues the entirety of the short distance to Wentworth. Upon entering Wentworth the road takes on several names within the town's urban area. Firstly it takes on the name Wentworth Street before turning west at the Sandwych Street intersection and using that name. The highway then crosses the Darling River over a lift-span bridge. At Adams Street the highway then turns north keeping the name until it leaves the urban area.

=== Wentworth to Broken Hill ===
Terrain as seen from a rest area north of Wentworth
Heading north out of Wentworth the road enters arid scrublands and it swings northwest towards the Great Darling Anabranch. Once it reaches the normally dry river it follows the anabranch upstream crossing it at Bunnerungee Bridge. The road continues to follow the anabranch north passing nearby several normally dry lakes including along the shoreline of Popitah Lake. Roughly following the creekbed of Coombah Creek northwards a short distance the highway then enters the depression of Coombah Lake. The roadway crosses the lakebed atop an embankment. Upon reaching the other side the highway passes Coombah Roadhouse where fuel and supplies can be purchased. From here the highway re-enters the lakebed and continues along it to its northern extent. To the north of Coombah lake the road passes to the west of similarly dry Kudgee Lake the roadway then follows the western side of the Pine Creek creekbed crossing it after some distance then following it along the eastern side much of the remainder of the way Broken Hill. Upon reaching the approaches to Broken Hill the terrain elevation becomes a little more varied from the very flat journey travelled so far as this area is part of the Barrier Range.

=== Within Broken Hill ===
Silver City Highway in Tibooburra looking north
On the southern outskirts of Broken Hill the highway passes Kanandah Road which forms part of the heavy vehicle bypass. North of Kanandah Road the highway takes on the name Wentworth Road for a short distance while it curves eastwards. Once it reaches South Broken Hill urban area the road continues as Patton Street until reach the roundabout at Bonanza Street where it then turns northwards. It passes over a hill between two mines and becomes South Road northward of Gypsum Street. Upon reaching Broken Hill itself; it becomes Crystal Street and then turns north at Iodide Street. North of Argent Street the Barrier Highway also follows the same route for a few blocks until it leaves westwards at William Street. At the same intersection the Silver City Highway heads eastwards. The highway continues east almost all the way until the edge of the city where it turns north at Buck Street. It takes on that name for a short distance until it leaves the urban area.

=== Broken Hill to the Dingo Fence ===
The Highway continues a long distance northwards through very dry country and crossing the occasional creekbed. Eventually it reaches Packsaddle Roadhouse where fuel and supplies can be purchased; roughly halfway between Broken Hill and the Queensland border. North of Packsaddle the road continues in the same fashion although it does pass between some salt lakes. Eventually the road reaches the Milparinka area where the former township can be accessed a short distance off the highway. Further to the north the road reaches Tibooburra the only sizable settlement along the route north of Broken Hill. North of Tibooburra the road passes through the Sturt National Park before reaching its terminus at the Queensland border along the Dingo Fence at Warri Gate.
"
671308,Carmen Bernos de Gasztold,References,"
"
29329,Gulf of Aden,Images," Space Station photograph of the Gulf of Aden and the Horn of Africa
"
31228,Adam Adamant Lives!,References,"

"
766429,Daemonorops,Species,"# ''Daemonorops acamptostachys'' Becc. - Sarawak
# ''Daemonorops acehensis'' Rustiami - Sumatra
# ''Daemonorops affinis'' Becc. - Mindanao
# ''Daemonorops angustifolia'' (Griff.) Mart. - Thailand Malaysia
# ''Daemonorops aruensis'' Becc. - Aru Islands
# ''Daemonorops asteracantha'' Becc. - Borneo
# ''Daemonorops atra'' J.Dransf. - Borneo
# ''Daemonorops aurea'' Renuka & Vijayak. - Andaman Islands
# ''Daemonorops banggiensis'' J.Dransf. - Sabah
# ''Daemonorops beguinii'' Burret - Maluku
# ''Daemonorops binnendijkii'' Becc. - Sumatra
# ''Daemonorops brachystachys'' Furtado - Sumatra Malaysia
#''Daemonorops brevicaulis'' A.J.Hend. & N.Q.Dung - Vietnam
# ''Daemonorops calapparia'' (Mart.) Blume - Maluku
# ''Daemonorops calicarpa'' (Griff.) Mart. - Sumatra Malaysia
# ''Daemonorops clemensiana'' Becc. - Mindanao
# ''Daemonorops collarifera'' Becc.  - Sarawak
# ''Daemonorops confusa'' Furtado - Sumatra
# ''Daemonorops crinita'' Blume - Sumatra Kalimantan
# ''Daemonorops cristata'' Becc. - Sarawak
# ''Daemonorops curranii'' Becc. - Palawan
# ''Daemonorops depressiuscula'' (Miq. ex H.Wendl.) Becc . - Sumatra
# ''Daemonorops didymophylla'' Becc. - Thailand Malaysia Borneo Sumatra
# ''Daemonorops draco'' (Willd.) Blume dragon's blood palm - Thailand Malaysia Borneo Sumatra
# ''Daemonorops dracuncula'' Ridl. - Mentawai
# ''Daemonorops dransfieldii'' Rustiami - Sumatra
# ''Daemonorops elongata'' Blume - Borneo
# ''Daemonorops fissa'' Blume - Borneo
#''Daemonorops fissilis'' (A.J.Hend. N.K.Ban & N.Q.Dung) A.J.Hend. - Vietnam
# ''Daemonorops forbesii'' Becc. - Sumatra
# ''Daemonorops formicaria'' Becc. - Borneo
# ''Daemonorops geniculata'' (Griff.) Mart. - Thailand Malaysia Sumatra
# ''Daemonorops gracilipes'' (Miq.) Becc. - Sumatra
# ''Daemonorops gracilis'' Becc. - Palawan
# ''Daemonorops grandis'' (Griff.) Mart. - Thailand Malaysia
# ''Daemonorops hirsuta'' Blume - Malaysia Borneo Sumatra
# ''Daemonorops horrida'' Burret - Sumatra
# ''Daemonorops ingens'' J.Dransf. - Borneo
# ''Daemonorops jenkinsiana'' (Griff.) Mart. - Guangdong Guangxi Hainan Taiwan Bangladesh Bhutan Cambodia India Laos Myanmar Nepal Thailand Vietnam
# ''Daemonorops korthalsii'' Blume - Borneo
# ''Daemonorops kunstleri'' Becc. - Thailand Malaysia
# ''Daemonorops kurziana'' Hook.f. ex Becc. - Thailand Malaysia Andaman Islands
# ''Daemonorops lamprolepis'' Becc. - Sulawesi
# ''Daemonorops leptopus'' (Griff.) Mart. - Thailand Malaysia
# ''Daemonorops lewisiana'' (Griff.) Mart. - Thailand Malaysia Sumatra
# ''Daemonorops loheriana'' Becc. - Philippines
# ''Daemonorops longipes'' (Griff.) Mart. - Thailand Malaysia Sumatra Borneo
# ''Daemonorops longispatha'' Becc. - Borneo
# ''Daemonorops longispinosa'' Burret - Sumatra
# ''Daemonorops longistipes'' Burret - Sabah Sarawak
# ''Daemonorops macrophylla'' Becc. - Thailand Malaysia
# ''Daemonorops macroptera'' (Miq.) Becc. - Sulawesi
# ''Daemonorops maculata'' J.Dransf. - Sarawak
# ''Daemonorops manii'' Becc. - Andaman Islands
# ''Daemonorops megalocarpa'' Burret - Sumatra
# ''Daemonorops melanochaetes'' Blume - Thailand Malaysia Sumatra Java
# ''Daemonorops micracantha'' (Griff.) Becc.  - Malaysia Borneo
# ''Daemonorops microcarpa'' Burret - Sumatra
# ''Daemonorops microstachys'' Becc. - Borneo
# ''Daemonorops mirabilis'' (Mart.) Mart. - Kalimantan
#''Daemonorops mogeana'' Rustiami - Sulawesi
# ''Daemonorops mollis'' (Blanco) Merr. - Philippines
# ''Daemonorops mollispina'' J.Dransf. - Vietnam
# ''Daemonorops monticola'' (Griff.) Mart. - Thailand Malaysia
# ''Daemonorops nigra'' (Willd.) Blume - Maluku
#''Daemonorops nuichuaensis'' (A.J.Hend. N.K.Ban & N.Q.Dung) A.J.Hend. - Vietnam
# ''Daemonorops oblata'' J.Dransf. - Borneo
# ''Daemonorops oblonga'' (Reinw. ex Blume) Blume - Java
# ''Daemonorops ochrolepis'' Becc. - Philippines
#''Daemonorops ocreata'' A.J.Hend. & N.Q.Dung - Vietnam
# ''Daemonorops oligolepis'' Becc. - Mindanao
# ''Daemonorops oligophylla'' Becc. - Perak
# ''Daemonorops oxycarpa'' Becc. - Borneo
# ''Daemonorops pachyrostris'' Becc. - Kalimantan
# ''Daemonorops palembanica'' Blume - Sumatra
# ''Daemonorops pannosa'' Becc. - Mindanao
# ''Daemonorops pedicellaris'' Becc. - Leyte Mindanao
# ''Daemonorops periacantha'' Miq. - Malaysia Sumatra Borneo
# ''Daemonorops plagiocycla'' Burret - Sumatra
# ''Daemonorops poilanei'' J.Dransf. - Vietnam
# ''Daemonorops polita'' Fernando - Mindanao
# ''Daemonorops pumila'' Van Valk. - Kalimantan
# ''Daemonorops rarispinosa'' Renuka & Vijayak. - Andaman Islands
# ''Daemonorops riedeliana'' (Miq.) Becc. - Sulawesi
# ''Daemonorops robusta'' Warb. ex Becc. - Sulawesi Maluku
# ''Daemonorops rubra'' (Reinw. ex Mart.) Blume - Java
# ''Daemonorops ruptilis'' Becc. - Borneo
# ''Daemonorops sabut'' Becc. - Malaysia Sumatra Borneo Thailand
# ''Daemonorops sarasinorum'' Warb. ex Becc. - Sulawesi
# ''Daemonorops scapigera'' Becc. - Johor Borneo Natuna Islands Sumatra
# ''Daemonorops schlechteri'' Burret - Sulawesi
#''Daemonorops sekundurensis'' Rustiami & Zumaidar - Sumatra
# ''Daemonorops sepal'' Becc. - Malaysia Thailand
# ''Daemonorops serpentina'' J.Dransf. - Sabah
# ''Daemonorops siberutensis'' Rustiami - Siberut
# ''Daemonorops singalana'' Becc. - Sumatra
# ''Daemonorops sparsiflora'' Becc. - Borneo
# ''Daemonorops spectabilis'' Becc. - Borneo
# ''Daemonorops stenophylla'' Becc. - Sumatra
#''Daemonorops takanensis'' Rustiami - Sulawesi
# ''Daemonorops treubiana'' Becc. - described 1911 from material collected in unknown location; probably extinct
# ''Daemonorops trichroa'' Miq. - Sumatra
# ''Daemonorops unijuga'' J.Dransf. - Sarawak
# ''Daemonorops urdanetana'' Becc. - Mindanao
# ''Daemonorops uschdraweitiana'' Burret - Sumatra
# ''Daemonorops verticillaris'' (Griff.) Mart. - Malaysia Thailand Sumatra
# ''Daemonorops wrightmyoensis'' Renuka & Vijayak. - Andaman Islands
"
715211,TAG (BBS),Intro Screen,"
The intro screen to the T.A.G. BBS login was:


   /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\
  /\/\/\/                     >> Welcome to           TT |          AA/     AA /|     GG |   _____         >-|
 

 

 

 

  \/\/\/\                                                              /\/\/\/
   \/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/

"
767286,Scrapper Blackwell,Discography,"
===Studio albums===

*''Blues Before Sunrise'' (77 Records 1960)
*''Mr. Scrapper's Blues'' (Bluesville 1962)
*''The Blues of Brooks Berry & Scrapper Blackwell: My Heart Struck Sorrow'' (Bluesville 1963)

===Compilations===

*''The Virtuoso Guitar of Scrapper Blackwell'' (Yazoo 1970)
*''Naptown Blues 1929–1934'' Leroy Carr and Scrapper Blackwell (Yazoo 1973)
*''Blues That Make Me Cry'' (Agram 1981)
*''Great Piano-Guitar Duets (1929–1935)'' Leroy Carr and Scrapper Blackwell (Old Tramp 1987)
*''Leroy Carr & Scrapper Blackwell 1929–1935'' (Best of Blues 1989)
*''Scrapper Blackwell with Brooks Berry'' (Document 1994)
*''Complete Recorded Works'' Vols. 1 and 2 (Document 1996)
"
87554,Nuclide,Artificially produced nuclides,"Beyond the 339 naturally occurring nuclides more than 3000 radionuclides of varying half-lives have been artificially produced and characterized.

The known nuclides are shown in the chart of nuclides. A list of primordial nuclides is given sorted by element at list of elements by stability of isotopes. A list of nuclides is also available sorted by half-life for the 905 nuclides with half-lives longer than one hour.
"
52606,Danielson Connecticut,Demographics,"

As of the census of 2010 there were 4051 people 1627 households and 975 families residing in the borough.  The population density was 3682.7 people per square mile (1446.8/km²).  There were 1627 housing units at an average density of 1479.0/sq mi (681.1/km²).  The racial makeup of the borough was 88.7% White 2.8% African American 0..5% Native American 2.9% Asian 1.5% from other races and 3.5% from two or more races. Hispanic or Latino of any race were 5.7% of the population.

The borough of Danielson and the town of Killingly are home to a small Laotian community.  Both Danielson and Killingly are on the nation's list of top 50 cities with the highest percentage of citizens claiming Laotian ancestry. The first Laotian family came to Danielson in September 1979.  They were sponsored by a local couple Daniel and Carolyn O'Leary.  The O'Leary family proceeded to sponsor nearly 500 Laotian refugees over the next decade.

Of the 1627 households: 29.9% had children under the age of 18 living with them 34.4% were married couples living together 17.9% had a female householder with no husband present and 40.1% were non-families. Of all households 30.2% were made up of individuals and 9.6% had someone living alone who was 65 years of age or older.  The average household size was 2.45 and the average family size was 2.99.

In the borough the population was spread out with 24.0% under the age of 18 10.9% from 18 to 24 30.6% from 25 to 44 24.5% from 45 to 64 and 10.0% who were 65 years of age or older.  The median age was 35 years. For every 100 females there were 96.9 males.  For every 100 females age 18 and over there were 95.9 males.

The median income for a household in the borough was $58933 and the median income for a family was $62803. Males had a median income of $44235 versus $34236 for females. The per capita income for the borough was $23935.  About 9.6% of families and 14.1% of the population were below the poverty line including 21.1% of those under age 18 and 6.8% of those age 65 or over.
"
379824,Ecological effects of biodiversity,See also,"*Biodiversity
*Ecosystem services
*Diversity-function debate
*Association (ecology)
"
570580,Canelones Department,Economy,"Agriculture is one of the principal contributors to the economy of Canelones. The cultivation of grapevines is widespread and the area is a major contributor to Uruguay's burgeoning wine industry. In addition cereal crops principally maize are produced as are a wide variety of fruits and vegetables. Tourism in the eastern coastal area is also a major source of income for the department and has enabled the development of important urban centres such as Atlántida.
"
710359,Hillingdon Hospital,History,"In 1744 Hillingdon Vestry decided to build a workhouse. Finding a suitable site proved difficult but it was finally decided to build it near Colham Green. The work on this was completed in 1747.

By 1830 the workhouse had grown considerably in size and it was decided to expand it to accommodate males and females separately. 

The Poor Law Amendment Act 1834 resulted in the building of the Uxbridge Union Workhouse on the site in around 1838.

Middlesex County Council took charge of the Uxbridge Union buildings in 1930 and began development into the Hillingdon Institution an acute hospital.

Rapid progress was made and the hospital was significantly enlarged in 1932. This included replacing the wooden floors with concrete ones the wooden ones being too weak to cope with the weight of an operating theatre table and equipment.

The hospital was damaged by bombs in October 1940 causing much damage. There were no casualties and the hospital was moved to temporary accommodation. This proved to be unpopular and following the war the number of beds in the hospital declined owing to a lack of staff. The Medical Director of the time Dr W. Arklay Steel was concerned about the condition of the hospital. In 1948 when the NHS took charge the hospital consisted of a series of temporary buildings in varying states of disrepair. 

In 1957 it was agreed to rebuild Hillingdon Hospital. Following this in 1960 the maternity wing of the hospital was opened and is still in operation today. 

Sir Arnold France Secretary of the Ministry of Health opened the current Hillingdon Hospital on 10 January 1967. It had cost £3.2 million to build. It provided seven new wards including the provision of some single rooms outpatients department imaging department accident and emergency services operating theatres and recovery suites pathology laboratories physiotherapy occupational therapy and a canteen. 

It was heralded as being an innovative new hospital with a central vacuum system and piped oxygen throughout. Wards were named alphabetically with K for Kennedy Ward being at the top of the hospital. 

In December 2008 Bevan Ward was opened. This ward named in honour of the founder of the NHS Aneurin Bevan consists of three clusters of eight ensuite patient rooms. Each cluster is slightly different in design allowing detailed research into patient satisfaction sleep quality privacy and infection rates. This has been heralded as the future of hospital care in the UK. Patients and staff alike are very pleased with the new facilities with some describing it as being like a five-star hotel. It was visited in 2009 by Health Secretary Alan Johnson who was apparently struck by the patient satisfaction.

The newly refurbished Fleming Ward opened in November 2009.

An eye clinic at the hospital received an award in 2010 from the Macular Disease Society for its work in Macular Degeneration.

The hospital trust became an independent NHS foundation trust on 1 April 2011.
"
112406,Silicon-burning process,See also,"* Alpha process
* Stellar evolution
* Supernova nucleosynthesis
** Neutron capture: p-process r-process s-process
"
130005,La Union,External links,"
* 
* 
*  Official Website of the Provincial Government of La Union
*  Philippine Standard Geographic Code









"
408988,Ruby Goldstein,See also,"*List of select Jewish boxers
"
277365,Parral Chile,History,"Parral was founded in 1795 by the Viceroy of Peru Ambrosio O'Higgins.  It was originally named Villa Reina Luisa del Parral in honor of the wife of Carlos IV the King of Spain.

Parral is the birthplace of poet Pablo Neruda winner of the Nobel Prize in Literature in 1971.
"
497354,USS Niagara (1813),Introduction,"










 Sunk:

 1820



 Raised:

 6 March 1913



 Restored:

 1913 1931–1943 1963 1988





 '''1813:'''




 '''1998:'''





'''USS ''Niagara''''' commonly called the '''US Brig ''Niagara''''' or the '''Flagship ''Niagara''''' is a wooden-hulled snow-brig that served as the relief flagship for Oliver Hazard Perry in the Battle of Lake Erie during the War of 1812. As the ship is certified for sail training by the United States Coast Guard it also designated '''SSV ''Niagara'''''. ''Niagara'' is one of the last remaining ships from the War of 1812 and is usually docked behind the Erie Maritime Museum in downtown Erie in the U.S. state of Pennsylvania as an outdoor exhibit for the museum. It also often travels the Great Lakes during the summer serving as an ambassador of Pennsylvania when not docked. It was listed on the National Register of Historic Places in 1973 and was designated the official state ship of Pennsylvania by the Pennsylvania General Assembly in 1988.

''Niagara'' was constructed from 1812 to 1813 to protect the vulnerable American coastline on Lake Erie from the British and played a pivotal role in the battle for the lake. Along with most warships that served in the war ''Niagara'' was sunk for preservation on Presque Isle in 1820. Raised in 1913 it was rebuilt for the centennial of the Battle of Lake Erie. After deteriorating the restoration of ''Niagara'' was started again in the 1930s but was hampered by the lack of funds caused by the Great Depression and remained uncompleted until 1963. A more extensive restoration was carried out in 1988 in which much of the original ship was largely destroyed. The incorporation of new materials and modern equipment makes it ambiguous as to whether it is or is not a replica.
"
408600,Giuseppe Baresi,Introduction,"



'''Giuseppe Baresi''' (; born 7 February 1958) is an Italian football manager and former player who played as a defender or as a defensive midfielder. He currently works as a technical assistant at Internazionale. Baresi spent the majority of his 18-year career with Italian club Internazionale before retiring in 1994 after two seasons with Modena. With Inter he won two Serie A titles and the UEFA Cup among other trophies and also served as the team's captain. At international level he represented the Italy national football team on 18 occasions between 1979 and 1986 taking part at UEFA Euro 1980 where they finished in fourth place and at the 1986 FIFA World Cup. His younger brother Franco Baresi also a defender served as captain for cross-city rivals Milan and the Italian national side.
"
157711,Red Star Belgrade,The Eternal derby,"
Graffiti of the Delije at Rajko Mitić Stadium.
Red Star’s fiercest and long standing city rival is FK Partizan the other large and popular sport society in Serbia. They also have many supporters in all other former Yugoslavian republics and also in the Yugoslavian diaspora. The rivalry started immediately after the creation of the two clubs in 1945. Red Star was founded with close ties to the Interior ministry and Partizan as the football section of the Yugoslav People's Army. Since then both clubs have been dominant in domestic football. The match is particularly noted for the passion of the Red Star's supporters called ''Delije'' and Partizan's supporters the ''Grobari'' (English: ""Gravediggers"" or ""Undertakers""). The stands of both teams feature fireworks coloured confetti flags rolls of paper torches smoke drums  giant posters and choreographies used to create visual grandeur and apply psychological pressure on the visiting teams hence the slogan ""Welcome to Hellgrade."" Some fans also sometimes use trumpets similar to the supporters in South America. This creates for the region a typical and distinctive Balkan Brass Band atmosphere. Both sets of supporters sing passionate songs against their rivals and the stadiums are known to bounce with the simultaneous jumping of the fans. There are many derbies in world football but very few compare to this it is more than just game and has a deeper meaning. The duel is regarded as one of the greatest football rivalries in the world and the matches between these rivals have been labeled as the '''Eternal derby'''. Given its widespread touch on the entirety of a major city it's dubbed one of along with the Old Firm the Rome derby and the Istanbul derby the most heated rivalries in European football. In 2009 British newspaper ''Daily Mail'' ranked the Eternal derby as fourth among the ten greatest football rivalries of all-time. The biggest attendance for a Red Star – Partizan match was about 108000 spectators at the Red Star Stadium.
"
615890,Ariel (Firefly episode),Guest cast,"* Blake Robbins as Agent McGuinness a Fed who snatches Simon River and Jayne
* Jeff Ricketts and Dennis Cockrum as Blue Glove Men the mysterious agents pursuing the Tams.
* Tom Virtue as Pompous Doctor whom Mal and Zoe run into during the heist
"
10227,Maximum transmission unit,Further reading,"* 
"
698604,A Flock of Seagulls (album),Personnel,";A Flock of Seagulls
*Mike Score – lead vocals keyboards additional rhythm guitar
*Paul Reynolds – lead & rhythm guitar backing vocals
*Frank Maudsley – bass guitar backing vocals
*Ali Score – drums percussion

;Production
*Mike Howlett - producer (all tracks except ""Telecommunication"" ""Tanglimara"" and ""Intro"")
*Bill Nelson - producer (""Telecommunication"")
*Steve Lovell and A Flock of Seagulls - producer (""Tanglimara"" and ""Intro"")
*Mark Dearnley - engineer
*Mike Shipley - engineer
*""BillBo"" - mastering
"
722524,MW Tux,References,"
"
331157,Iroquois Falls,Sports and recreation,"
===Jus Jordan Arena===
The Jus Jordan Arena arena and curling rinks were completed in 1955 entirely through the volunteer effort of townspeople.

A pool complex was added in 1979 and the complex was renovated in 2007.

The Jus Jordan Arena is home to the Abitibi Eskimos formerly the Iroquois Falls Junior Eskis of the Northern Ontario Junior Hockey League.  As well the Iroquois Falls Curling Club has 5 rinks with a comfortable licensed lounge suitable for rentals receptions and catered events.

===Annual events===
Each summer brings the ""Search for Moby Pike"" fishing derby on Lake Abitibi.

'MusicMusicMusic' is an annual live event on the second weekend of August and features local musicians 
raising funds for community charities.

The Porquis Blues Festival occurs annually in Porquis Junction a small community south-west of Iroquois Falls.
"
